# For a detailed explanation of this scenario, see file AxionBands.txt.
# Data from this paper.
# Anomaly Ratio      Normalized Probability
0.855346	7.290496816606283e-6
4.321839	1.2233234370496192e-5
-35.333333	0.00032429287971220077
2.481481	6.41734374379003e-6
-1.138211	3.3561324908850267e-7
-2.289855	8.955145104146268e-6
-1.266667	5.681053841579549e-6
-2.745098	5.167732062686481e-5
2.049383	6.057249567426306e-8
0.471545	1.5894255725231695e-5
2.15873	7.309774862245832e-7
-10.666667	0.00033958473308586375
4.428571	1.4529731557307402e-7
1.061033	4.5391034733118645e-7
1.954338	3.405970620237269e-7
-6.862745	6.057249567426306e-8
1.935897	2.200457468534187e-5
1.774775	9.413929730062456e-7
-2.952381	4.696832937635442e-6
-4.583333	0.00018624854985902764
-65.333333	9.378202464712152e-5
3.644444	1.3678101984310305e-6
0.425287	1.2785944701730065e-6
15.777778	1.0401929569089314e-6
1.160784	5.892948042089245e-8
2.583333	0.00024208017276309256
1.736434	6.481821139049804e-5
6.833333	0.00010136201092191005
80.666667	4.1687602832345724e-5
0.573643	1.592700649594888e-5
-1.787879	2.6403638491891446e-5
3.818182	2.2350046025950596e-5
6.045977	1.4880241478026465e-7
2.028986	9.384355455501785e-7
-3.416667	3.2186668813530193e-7
-4.444444	0.00015762556349994183
2.056911	2.0384342576818e-7
0.62963	4.207433460831451e-6
3.490196	0.00027099467523859625
3.984848	2.2377867750907673e-7
2.349593	6.013435827336423e-8
7.146667	6.079156437471247e-8
1.03876	3.7475644448480396e-5
2.271318	1.2026871654672846e-7
1.075758	3.892235339374788e-5
5.313725	2.3117224614924442e-7
3.980952	1.1974459468090322e-5
0.235294	3.4400905703322654e-6
2.559524	3.885566772696149e-6
2.487179	1.2136406004897553e-7
15.393939	6.210597657740896e-8
4.216667	4.7494094257433023e-7
1.416667	0.003301426303916718
-0.072464	2.1041548678166244e-6
2.156028	2.1108364631803313e-5
2.877193	0.00029686259545639253
1.368421	4.411057817899181e-6
2.253968	2.231159946902172e-6
0.727273	9.870017142693538e-5
2.632184	2.493385181340121e-6
0.590717	5.8546110195105975e-8
-1.493333	2.4273031078495554e-5
2.308458	5.342537932210092e-7
2.730159	5.64923411283927e-7
0.94359	1.080063460390725e-6
-0.733333	0.0005953761187731682
3.5	0.00048021437165673243
-6.156863	6.541939067170634e-7
-0.278788	7.590730470572205e-8
0.814815	0.00019942678075894548
96.666666	1.2908623173981736e-7
7.952381	1.3886436318437698e-5
-2.436782	9.943528313398915e-7
7.714286	5.599395983487029e-7
86.666667	2.6615477925226028e-5
-2.91954	6.166783917651013e-8
12.095238	5.780778641709007e-5
1.650794	1.8293879502779464e-6
3.986667	6.029865979870128e-8
0.310502	5.788890409375773e-8
25.166667	7.995624196177836e-6
-8.583333	2.3787136700898754e-5
5.632184	1.0706982734465125e-6
-131.333333	1.0690552581931417e-6
-5.122807	6.063273956688664e-7
10.380952	0.00012225717770569238
-5.166667	2.097823782373636e-5
12.952381	3.72440133124298e-5
0.852713	2.142689052225676e-5
1.857143	7.291002000834736e-5
-2.641026	9.218410914911354e-7
-123.333334	2.513813337657029e-8
26.666667	0.0007572527276214363
1.594203	2.787101541467673e-7
1.562189	1.260247466510368e-6
1.252033	5.548256096100846e-5
4.222222	0.0006229338401225022
0.910569	4.234530183826998e-5
-2.376812	1.1530735815330032e-5
-0.699187	2.127157081363813e-7
13.128205	1.2333567835302026e-7
2.045045	5.547367167130293e-7
0.526316	8.69264603383276e-7
4.552381	2.7031982291955478e-6
-0.357724	4.7414681853520095e-6
0.704403	6.511433750633053e-6
11.897436	8.230411075884496e-7
3.405797	2.1669180504953813e-6
2.346667	0.0002462339159810709
16.30303	6.199644222718425e-8
1.197279	1.9994016919792253e-5
-71.333334	5.6136354490162416e-8
0.234234	2.3781057544461277e-5
0.892473	2.819797545009748e-6
2.365297	7.582515394305352e-7
2.695652	4.363848512952333e-7
0.855856	3.1430881796979715e-7
3.496855	2.3221282247637917e-7
0.101449	5.548791113683215e-6
-0.027211	2.3685160220839547e-6
0.368159	5.925808347156657e-8
